"Localidade";"Ano";"Frota de Veículos - Total (número)";"População - Projeção  - Masculina - Total -UFRN (habitantes)";"Frota de Veículos - Automóvel (número)";"População - Projeção  - Feminina - Total - UFRN (habitantes)";"Frota de Veículos - Motocicleta (número)";"Frota de Veículos - Ônibus (número)"
"Goiandira";"2024";"3.315";"2669";"1.758";"2728";"610";"7"
"Goianésia";"2014";"34.506";"32780";"15.700";"31857";"7.906";"282"
"Goianésia";"2015";" 36.849 ";"33304";" 16.709 ";"32308";" 8.349 ";" 278 "
"Goianésia";"2016";" 38.717 ";"33820";" 17.480 ";"32758";" 8.710 ";" 293 "
"Goianésia";"2017";" 40.691 ";"34316";" 18.292 ";"33187";" 9.060 ";" 302 "
"Goianésia";"2018";"42.728";"34805";"19.119";"33609";"9.405";"314"
"Goianésia";"2019";"44.930";"35273";"20.058";"34011";"9.786";"317"
"Goianésia";"2020";"47.155";"35721";"21.022";"34393";"10.095";"346"
"Goianésia";"2021";"49.621";"36166";"21.887";"34777";"10.542";"368"
"Goianésia";"2022";"52.229";"36589";"22.729";"35140";"11.062";"369"
"Goianésia";"2023";"54.873";"36990";"23.593";"35481";"11.622";"378"
"Goianésia";"2024";"57.880";"37367";"24.627";"35800";"12.265";"373"
"Goiânia";"2014";"1.134.754";"671022";"607.333";"734745";"224.235";"6.337"
"Goiânia";"2015";" 1.103.424 ";"680283";" 584.804 ";"744798";" 220.315 ";" 6.607 "
"Goiânia";"2016";" 1.120.645 ";"689070";" 591.801 ";"754504";" 225.405 ";" 6.733 "
"Goiânia";"2017";" 1.141.425 ";"697355";" 600.991 ";"763714";" 230.610 ";" 6.742 "
"Goiânia";"2018";"1.172.648";"705418";"617.272";"772694";"235.598";"6.767"
"Goiânia";"2019";"1.205.486";"713011";"632.078";"781204";"242.252";"7.118"
"Goiânia";"2020";"1.230.339";"720138";"640.056";"789241";"248.365";"7.015"
"Goiânia";"2021";"1.259.463";"727068";"644.772";"797195";"256.575";"7.192"
"Goiânia";"2022";"1.291.865";"733491";"651.759";"804638";"264.800";"7.354"
"Goiânia";"2023";"1.329.583";"739417";"662.490";"811583";"273.417";"7.626"
"Goiânia";"2024";"1.372.156";"744853";"674.326";"818034";"283.308";"8.039"
"Goianira";"2014";"13.998";"21726";"6.706";"21506";"3.734";"74"
"Goianira";"2015";" 16.260 ";"22930";" 7.874 ";"22715";" 4.187 ";" 82 "
"Goianira";"2016";" 17.877 ";"24194";" 8.714 ";"23976";" 4.580 ";" 92 "
"Goianira";"2017";" 19.283 ";"25504";" 9.492 ";"25287";" 4.914 ";" 92 "
"Goianira";"2018";"20.728";"26876";"10.211";"26664";"5.254";"109"
"Goianira";"2019";"22.312";"28298";"11.003";"28097";"5.616";"111"
"Goianira";"2020";"24.121";"29772";"11.914";"29587";"6.022";"113"
"Goianira";"2021";"26.131";"31324";"12.820";"31138";"6.616";"114"
"Goianira";"2022";"28.115";"32930";"13.596";"32747";"7.254";"116"
"Goianira";"2023";"30.628";"34591";"14.664";"34418";"7.981";"123"
"Goianira";"2024";"33.350";"36306";"15.783";"36150";"8.708";"135"
"Goiás";"2014";"9.686";"11818";"4.481";"12172";"2.672";"49"
"Goiás";"2015";" 10.650 ";"11658";" 4.982 ";"12047";" 2.867 ";" 50 "
"Goiás";"2016";" 11.412 ";"11481";" 5.297 ";"11908";" 3.046 ";" 51 "
"Goiás";"2017";" 11.898 ";"11303";" 5.497 ";"11767";" 3.182 ";" 56 "
"Goiás";"2018";"12.479";"11127";"5.736";"11627";"3.347";"61"
"Goiás";"2019";"12.905";"10951";"5.934";"11485";"3.410";"65"
"Goiás";"2020";"13.444";"10774";"6.180";"11341";"3.453";"65"
"Goiás";"2021";"13.897";"10586";"6.382";"11187";"3.514";"67"
"Goiás";"2022";"14.302";"10398";"6.522";"11031";"3.606";"65"
"Goiás";"2023";"14.794";"10211";"6.670";"10874";"3.728";"70"
"Goiás";"2024";"15.392";"10024";"6.896";"10717";"3.875";"75"
"Goiatuba";"2014";"22.476";"16550";"9.595";"16590";"4.888";"129"
"Goiatuba";"2015";" 23.280 ";"16543";" 10.054 ";"16586";" 4.925 ";" 128 "
"Goiatuba";"2016";" 23.955 ";"16524";" 10.364 ";"16573";" 4.974 ";" 132 "
"Goiatuba";"2017";" 24.741 ";"16494";" 10.777 ";"16548";" 5.013 ";" 148 "
"Goiatuba";"2018";"25.569";"16457";"11.126";"16518";"5.070";"150"
"Goiatuba";"2019";"26.484";"16409";"11.493";"16479";"5.135";"154"
"Goiatuba";"2020";"27.432";"16351";"11.893";"16430";"5.171";"157"
"Goiatuba";"2021";"28.365";"16288";"12.230";"16377";"5.223";"168"
"Goiatuba";"2022";"29.273";"16215";"12.521";"16315";"5.277";"169"
"Goiatuba";"2023";"30.612";"16132";"12.791";"16243";"5.406";"173"
"Goiatuba";"2024";"31.660";"16038";"13.070";"16162";"5.574";"170"
"Gouvelândia";"2014";"1.325";"2782";"623";"2592";"324";"8"
"Gouvelândia";"2015";" 1.452 ";"2826";" 709 ";"2638";" 343 ";" 9 "
"Gouvelândia";"2016";" 1.535 ";"2864";" 750 ";"2676";" 352 ";" 12 "
"Gouvelândia";"2017";" 1.633 ";"2900";" 808 ";"2713";" 363 ";" 12 "
"Gouvelândia";"2018";"1.727";"2938";"875";"2751";"361";"12"
"Gouvelândia";"2019";"1.792";"2974";"911";"2789";"367";"13"
"Gouvelândia";"2020";"1.853";"3010";"949";"2827";"370";"13"
"Gouvelândia";"2021";"1.923";"3044";"984";"2861";"368";"14"
"Gouvelândia";"2022";"1.993";"3076";"1.002";"2893";"373";"12"
"Gouvelândia";"2023";"2.094";"3106";"1.037";"2925";"395";"12"
"Gouvelândia";"2024";"2.156";"3136";"1.069";"2956";"398";"12"
"Guapó";"2014";"5.415";"7033";"2.299";"7097";"1.450";"55"
"Guapó";"2015";" 5.862 ";"7018";" 2.497 ";"7093";" 1.514 ";" 60 "
"Guapó";"2016";" 6.147 ";"6990";" 2.647 ";"7076";" 1.546 ";" 61 "
"Guapó";"2017";" 6.779 ";"6961";" 2.986 ";"7057";" 1.620 ";" 56 "
"Guapó";"2018";"7.277";"6931";"3.256";"7039";"1.669";"59"
"Guapó";"2019";"7.522";"6900";"3.394";"7020";"1.727";"63"
"Guapó";"2020";"7.995";"6867";"3.634";"7000";"1.818";"63"
"Guapó";"2021";"8.574";"6824";"3.878";"6968";"1.948";"63"
"Guapó";"2022";"9.094";"6780";"4.075";"6936";"2.066";"65"
"Guapó";"2023";"9.665";"6734";"4.297";"6902";"2.214";"61"
"Guapó";"2024";"10.407";"6686";"4.584";"6867";"2.382";"59"
"Guaraíta";"2014";"849";"1134";"338";"1162";"297";"3"
"Guaraíta";"2015";" 924 ";"1121";" 370 ";"1154";" 305 ";" 3 "
"Guaraíta";"2016";" 981 ";"1100";" 388 ";"1139";" 318 ";" 3 "
"Guaraíta";"2017";" 1.015 ";"1080";" 395 ";"1125";" 321 ";" 3 "
"Guaraíta";"2018";"1.023";"1063";"388";"1113";"321";"3"
"Guaraíta";"2019";"1.076";"1048";"420";"1102";"327";"4"
"Guaraíta";"2020";"1.124";"1035";"428";"1092";"346";"5"
"Guaraíta";"2021";"1.185";"1013";"449";"1077";"360";"5"
"Guaraíta";"2022";"1.212";"994";"463";"1062";"366";"5"
"Guaraíta";"2023";"1.270";"977";"481";"1049";"377";"4"
"Guaraíta";"2024";"1.350";"961";"507";"1037";"387";"3"
"Guarani de Goiás";"2014";"780";"2267";"297";"1962";"306";"11"
"Guarani de Goiás";"2015";" 852 ";"2253";" 335 ";"1955";" 331 ";" 9 "
"Guarani de Goiás";"2016";" 905 ";"2233";" 365 ";"1942";" 335 ";" 9 "
"Guarani de Goiás";"2017";" 964 ";"2213";" 385 ";"1929";" 352 ";" 10 "
"Guarani de Goiás";"2018";"1.017";"2193";"402";"1917";"362";"10"
"Guarani de Goiás";"2019";"1.089";"2173";"426";"1905";"378";"11"
"Guarani de Goiás";"2020";"1.150";"2154";"466";"1893";"389";"11"
"Guarani de Goiás";"2021";"1.243";"2130";"516";"1877";"407";"11"
"Guarani de Goiás";"2022";"1.327";"2106";"544";"1860";"434";"11"
"Guarani de Goiás";"2023";"1.392";"2082";"566";"1844";"443";"12"
"Guarani de Goiás";"2024";"1.494";"2059";"597";"1828";"482";"12"
"Guarinos";"2014";"401";"1175";"149";"1033";"158";"4"
"Guarinos";"2015";" 455 ";"1162";" 190 ";"1024";" 159 ";" 4 "
"Guarinos";"2016";" 482 ";"1140";" 210 ";"1007";" 162 ";" 3 "
"Guarinos";"2017";" 523 ";"1119";" 234 ";"991";" 167 ";" 3 "
"Guarinos";"2018";"540";"1100";"247";"976";"164";"3"
"Guarinos";"2019";"552";"1083";"253";"964";"162";"3"
"Guarinos";"2020";"571";"1067";"263";"953";"160";"3"
"Guarinos";"2021";"620";"1045";"282";"936";"170";"3"
"Guarinos";"2022";"648";"1023";"295";"919";"170";"4"
"Guarinos";"2023";"688";"1003";"310";"905";"177";"4"
"Guarinos";"2024";"718";"985";"315";"891";"181";"4"
"Heitoraí";"2014";"1.306";"1866";"536";"1788";"450";"6"
"Heitoraí";"2015";" 1.460 ";"1867";" 618 ";"1795";" 487 ";" 6 "
"Heitoraí";"2016";" 1.548 ";"1865";" 665 ";"1795";" 508 ";" 5 "
"Heitoraí";"2017";" 1.620 ";"1862";" 694 ";"1796";" 520 ";" 4 "
"Heitoraí";"2018";"1.685";"1859";"718";"1798";"541";"5"
"Heitoraí";"2019";"1.738";"1856";"739";"1799";"550";"5"
"Heitoraí";"2020";"1.846";"1852";"784";"1801";"576";"10"
"Heitoraí";"2021";"1.949";"1847";"824";"1798";"613";"10"
"Heitoraí";"2022";"1.993";"1840";"837";"1795";"629";"10"
"Heitoraí";"2023";"2.035";"1833";"853";"1792";"640";"10"
"Heitoraí";"2024";"2.127";"1825";"885";"1788";"657";"10"
"Hidrolândia";"2014";"8.337";"9995";"3.482";"9489";"2.198";"40"
"Hidrolândia";"2015";" 9.178 ";"10220";" 3.893 ";"9715";" 2.348 ";" 43 "
"Hidrolândia";"2016";" 9.567 ";"10449";" 4.106 ";"9943";" 2.467 ";" 47 "
"Hidrolândia";"2017";" 9.963 ";"10674";" 4.312 ";"10169";" 2.552 ";" 49 "
"Hidrolândia";"2018";"10.592";"10900";"4.606";"10396";"2.648";"50"
"Hidrolândia";"2019";"11.391";"11122";"4.897";"10621";"2.758";"53"
"Hidrolândia";"2020";"12.294";"11341";"5.217";"10842";"2.874";"54"
"Hidrolândia";"2021";"13.468";"11566";"5.553";"11070";"3.051";"48"
"Hidrolândia";"2022";"14.307";"11786";"5.842";"11294";"3.249";"51"
"Hidrolândia";"2023";"15.276";"12002";"6.257";"11514";"3.428";"53"
"Hidrolândia";"2024";"16.716";"12214";"6.682";"11730";"3.652";"56"
"Hidrolina";"2014";"1.216";"1983";"574";"1950";"399";"2"
"Hidrolina";"2015";" 1.337 ";"1962";" 637 ";"1935";" 424 ";" 2 "
"Hidrolina";"2016";" 1.415 ";"1936";" 684 ";"1915";" 438 ";" 4 "
"Hidrolina";"2017";" 1.460 ";"1911";" 715 ";"1895";" 440 ";" 4 "
"Hidrolina";"2018";"1.508";"1887";"727";"1876";"450";"4"
"Hidrolina";"2019";"1.561";"1863";"743";"1857";"461";"4"
"Hidrolina";"2020";"1.588";"1839";"765";"1839";"455";"4"
"Hidrolina";"2021";"1.657";"1812";"786";"1817";"458";"4"
"Hidrolina";"2022";"1.711";"1786";"793";"1795";"470";"4"
"Hidrolina";"2023";"1.761";"1760";"809";"1773";"483";"5"
"Hidrolina";"2024";"1.839";"1734";"835";"1751";"492";"5"
"Iaciara";"2014";"2.507";"6755";"972";"6371";"688";"23"
"Iaciara";"2015";" 2.806 ";"6818";" 1.099 ";"6425";" 766 ";" 24 "
"Iaciara";"2016";" 3.091 ";"6867";" 1.222 ";"6469";" 845 ";" 25 "
"Iaciara";"2017";" 3.298 ";"6911";" 1.283 ";"6508";" 912 ";" 25 "
"Iaciara";"2018";"3.501";"6956";"1.375";"6547";"965";"26"
"Iaciara";"2019";"3.716";"6997";"1.485";"6584";"1.000";"27"
"Iaciara";"2020";"3.932";"7036";"1.594";"6617";"1.032";"26"
"Iaciara";"2021";"4.111";"7065";"1.681";"6645";"1.067";"25"
"Iaciara";"2022";"4.314";"7090";"1.741";"6669";"1.120";"27"
"Iaciara";"2023";"4.566";"7111";"1.837";"6689";"1.186";"27"
"Iaciara";"2024";"4.836";"7129";"1.926";"6705";"1.271";"27"
"Inaciolândia";"2014";"1.501";"3043";"511";"2913";"515";"11"
"Inaciolândia";"2015";" 1.720 ";"3060";" 643 ";"2937";" 531 ";" 14 "
"Inaciolândia";"2016";" 1.873 ";"3074";" 735 ";"2951";" 547 ";" 16 "
"Inaciolândia";"2017";" 2.048 ";"3085";" 845 ";"2965";" 571 ";" 17 "
"Inaciolândia";"2018";"2.192";"3096";"945";"2980";"586";"17"
"Inaciolândia";"2019";"2.350";"3106";"1.029";"2995";"589";"19"
"Inaciolândia";"2020";"2.438";"3114";"1.075";"3010";"598";"19"
"Inaciolândia";"2021";"2.563";"3120";"1.123";"3017";"613";"20"
"Inaciolândia";"2022";"2.659";"3125";"1.164";"3024";"618";"20"
"Inaciolândia";"2023";"2.819";"3128";"1.216";"3031";"637";"20"
"Inaciolândia";"2024";"2.947";"3129";"1.264";"3038";"672";"20"
"Indiara";"2014";"5.524";"7507";"2.680";"7101";"1.136";"31"
"Indiara";"2015";" 5.912 ";"7576";" 2.856 ";"7196";" 1.191 ";" 33 "
"Indiara";"2016";" 6.175 ";"7641";" 2.959 ";"7286";" 1.227 ";" 37 "
"Indiara";"2017";" 6.487 ";"7701";" 3.066 ";"7372";" 1.251 ";" 40 "
"Indiara";"2018";"6.842";"7760";"3.242";"7458";"1.313";"42"
"Indiara";"2019";"7.251";"7813";"3.427";"7540";"1.347";"45"
"Indiara";"2020";"7.707";"7862";"3.604";"7618";"1.402";"49"
"Indiara";"2021";"8.147";"7909";"3.767";"7692";"1.451";"52"
"Indiara";"2022";"8.663";"7951";"3.921";"7762";"1.511";"53"
"Indiara";"2023";"9.238";"7988";"4.083";"7827";"1.602";"52"
"Indiara";"2024";"9.756";"8020";"4.266";"7889";"1.649";"55"
"Inhumas";"2014";"30.718";"24606";"12.939";"25690";"6.077";"173"
"Inhumas";"2015";" 32.914 ";"24713";" 13.879 ";"25839";" 6.318 ";" 191 "
"Inhumas";"2016";" 33.942 ";"24809";" 14.401 ";"25982";" 6.449 ";" 194 "
"Inhumas";"2017";" 35.395 ";"24886";" 15.088 ";"26105";" 6.626 ";" 200 "
"Inhumas";"2018";"36.929";"24955";"15.681";"26219";"6.808";"201"
"Inhumas";"2019";"38.535";"25007";"16.519";"26314";"6.920";"216"
"Inhumas";"2020";"40.096";"25042";"17.201";"26391";"7.075";"234"
"Inhumas";"2021";"41.895";"25071";"17.778";"26466";"7.412";"249"
"Inhumas";"2022";"43.160";"25085";"18.159";"26523";"7.709";"278"
"Inhumas";"2023";"44.600";"25081";"18.630";"26561";"8.033";"278"
"Inhumas";"2024";"46.255";"25061";"19.039";"26582";"8.357";"263"
"Ipameri";"2014";"10.854";"12954";"5.228";"12740";"2.028";"78"
"Ipameri";"2015";" 11.919 ";"13013";" 5.758 ";"12788";" 2.204 ";" 81 "
"Ipameri";"2016";" 12.585 ";"13068";" 6.055 ";"12836";" 2.288 ";" 89 "
"Ipameri";"2017";" 13.224 ";"13115";" 6.325 ";"12874";" 2.342 ";" 91 "
"Ipameri";"2018";"13.714";"13156";"6.558";"12907";"2.385";"93"
"Ipameri";"2019";"14.239";"13189";"6.791";"12933";"2.422";"100"
"Ipameri";"2020";"14.893";"13212";"7.112";"12949";"2.466";"119"
"Ipameri";"2021";"15.449";"13235";"7.322";"12968";"2.498";"116"
"Ipameri";"2022";"15.987";"13250";"7.434";"12978";"2.563";"120"
"Ipameri";"2023";"16.643";"13256";"7.663";"12979";"2.660";"132"
"Ipameri";"2024";"17.119";"13253";"7.851";"12972";"2.740";"126"
"Ipiranga de Goiás";"2014";"1.025";"1463";"365";"1432";"447";"6"
"Ipiranga de Goiás";"2015";" 1.114 ";"1463";" 437 ";"1437";" 445 ";" 6 "
"Ipiranga de Goiás";"2016";" 1.171 ";"1456";" 452 ";"1437";" 455 ";" 6 "
"Ipiranga de Goiás";"2017";" 1.243 ";"1449";" 495 ";"1438";" 471 ";" 8 "
"Ipiranga de Goiás";"2018";"1.291";"1444";"519";"1439";"479";"7"
"Ipiranga de Goiás";"2019";"1.304";"1440";"528";"1440";"473";"7"
"Ipiranga de Goiás";"2020";"1.351";"1436";"555";"1441";"483";"9"
"Ipiranga de Goiás";"2021";"1.461";"1427";"599";"1438";"499";"11"
"Ipiranga de Goiás";"2022";"1.535";"1419";"623";"1436";"512";"12"
"Ipiranga de Goiás";"2023";"1.597";"1411";"632";"1433";"529";"11"
"Ipiranga de Goiás";"2024";"1.679";"1403";"654";"1431";"554";"11"
"Iporá";"2014";"22.518";"15284";"8.510";"15993";"7.098";"51"
"Iporá";"2015";" 24.033 ";"15210";" 9.201 ";"15929";" 7.326 ";" 57 "
"Iporá";"2016";" 25.041 ";"15116";" 9.601 ";"15845";" 7.471 ";" 57 "
"Iporá";"2017";" 26.043 ";"15017";" 9.974 ";"15755";" 7.629 ";" 57 "
"Iporá";"2018";"27.074";"14917";"10.421";"15665";"7.787";"59"
"Iporá";"2019";"28.223";"14813";"10.860";"15570";"7.993";"53"
"Iporá";"2020";"29.564";"14704";"11.366";"15470";"8.215";"55"
"Iporá";"2021";"30.821";"14579";"11.830";"15352";"8.334";"54"
"Iporá";"2022";"32.109";"14451";"12.176";"15231";"8.603";"55"
"Iporá";"2023";"33.333";"14318";"12.472";"15105";"8.772";"58"
"Iporá";"2024";"34.533";"14182";"12.773";"14975";"8.982";"62"
"Israelândia";"2014";"760";"1445";"294";"1428";"281";"5"
"Israelândia";"2015";" 931 ";"1438";" 361 ";"1427";" 335 ";" 8 "
"Israelândia";"2016";" 989 ";"1423";" 396 ";"1418";" 338 ";" 8 "
"Israelândia";"2017";" 1.044 ";"1410";" 430 ";"1411";" 349 ";" 8 "
"Israelândia";"2018";"1.084";"1397";"455";"1404";"353";"8"
"Israelândia";"2019";"1.131";"1385";"483";"1398";"360";"8"
"Israelândia";"2020";"1.170";"1375";"493";"1393";"369";"8"
"Israelândia";"2021";"1.230";"1358";"522";"1381";"375";"9"
"Israelândia";"2022";"1.290";"1342";"546";"1371";"378";"9"
"Israelândia";"2023";"1.345";"1327";"556";"1360";"388";"9"
"Israelândia";"2024";"1.408";"1313";"570";"1351";"404";"9"
"Itaberaí";"2014";"20.971";"19707";"8.855";"19341";"4.912";"81"
"Itaberaí";"2015";" 22.710 ";"20089";" 9.572 ";"19715";" 5.207 ";" 94 "
"Itaberaí";"2016";" 23.862 ";"20469";" 10.021 ";"20096";" 5.447 ";" 100 "
"Itaberaí";"2017";" 25.155 ";"20837";" 10.581 ";"20467";" 5.708 ";" 108 "
"Itaberaí";"2018";"26.636";"21205";"11.158";"20834";"5.998";"117"
"Itaberaí";"2019";"28.336";"21564";"11.876";"21191";"6.267";"118"
"Itaberaí";"2020";"30.017";"21913";"12.539";"21537";"6.475";"127"
"Itaberaí";"2021";"31.928";"22261";"13.176";"21893";"6.772";"124"
"Itaberaí";"2022";"33.920";"22599";"13.774";"22236";"7.117";"144"
"Itaberaí";"2023";"36.065";"22926";"14.429";"22568";"7.489";"158"
"Itaberaí";"2024";"38.197";"23241";"14.904";"22886";"8.126";"171"
"Itaguari";"2014";"2.280";"2325";"1.113";"2300";"496";"13"
"Itaguari";"2015";" 2.442 ";"2330";" 1.170 ";"2308";" 540 ";" 12 "
"Itaguari";"2016";" 2.570 ";"2325";" 1.251 ";"2309";" 565 ";" 12 "
"Itaguari";"2017";" 2.713 ";"2321";" 1.316 ";"2310";" 579 ";" 14 "
"Itaguari";"2018";"2.841";"2317";"1.367";"2311";"598";"14"
"Itaguari";"2019";"2.967";"2314";"1.431";"2313";"610";"14"
"Itaguari";"2020";"3.109";"2311";"1.481";"2314";"641";"15"
"Itaguari";"2021";"3.295";"2301";"1.569";"2309";"673";"16"
"Itaguari";"2022";"3.421";"2291";"1.590";"2305";"712";"15"
"Itaguari";"2023";"3.575";"2281";"1.606";"2300";"774";"16"
"Itaguari";"2024";"3.761";"2271";"1.649";"2295";"831";"16"
"Itaguaru";"2014";"2.596";"2685";"1.025";"2664";"781";"12"
"Itaguaru";"2015";" 2.936 ";"2664";" 1.201 ";"2648";" 817 ";" 12 "
"Itaguaru";"2016";" 3.129 ";"2632";" 1.286 ";"2624";" 845 ";" 12 "
"Itaguaru";"2017";" 3.233 ";"2601";" 1.341 ";"2599";" 857 ";" 12 "
"Itaguaru";"2018";"3.302";"2572";"1.378";"2576";"877";"12"
"Itaguaru";"2019";"3.401";"2544";"1.429";"2553";"894";"12"
"Itaguaru";"2020";"3.575";"2517";"1.514";"2530";"926";"12"
"Itaguaru";"2021";"3.719";"2482";"1.569";"2502";"961";"11"
"Itaguaru";"2022";"3.820";"2449";"1.602";"2473";"980";"12"
"Itaguaru";"2023";"3.914";"2417";"1.625";"2446";"989";"12"
"Itaguaru";"2024";"4.066";"2385";"1.674";"2418";"1.023";"12"
"Itajá";"2014";"2.248";"2498";"1.102";"2571";"423";"14"
"Itajá";"2015";" 2.477 ";"2486";" 1.214 ";"2566";" 446 ";" 20 "
"Itajá";"2016";" 2.641 ";"2468";" 1.295 ";"2556";" 463 ";" 20 "
"Itajá";"2017";" 2.704 ";"2450";" 1.320 ";"2545";" 461 ";" 20 "
"Itajá";"2018";"2.793";"2432";"1.377";"2535";"468";"22"
"Itajá";"2019";"2.839";"2414";"1.382";"2524";"472";"22"
"Itajá";"2020";"2.974";"2395";"1.437";"2513";"502";"23"
"Itajá";"2021";"3.075";"2374";"1.492";"2498";"516";"24"
"Itajá";"2022";"3.136";"2351";"1.515";"2483";"528";"27"
"Itajá";"2023";"3.226";"2329";"1.542";"2468";"544";"30"
"Itajá";"2024";"3.371";"2305";"1.574";"2452";"568";"29"
"Itapaci";"2014";"8.327";"10466";"3.470";"10096";"2.645";"90"
"Itapaci";"2015";" 9.065 ";"10697";" 3.889 ";"10313";" 2.744 ";" 100 "
"Itapaci";"2016";" 9.589 ";"10934";" 4.167 ";"10533";" 2.822 ";" 103 "
"Itapaci";"2017";" 10.095 ";"11166";" 4.437 ";"10749";" 2.887 ";" 101 "
"Itapaci";"2018";"10.581";"11399";"4.678";"10966";"2.973";"105"
"Itapaci";"2019";"10.933";"11628";"4.822";"11179";"3.027";"107"
"Itapaci";"2020";"11.422";"11853";"5.070";"11388";"3.091";"112"
"Itapaci";"2021";"11.837";"12085";"5.262";"11603";"3.158";"113"
"Itapaci";"2022";"12.189";"12312";"5.392";"11813";"3.241";"120"
"Itapaci";"2023";"12.718";"12534";"5.546";"12019";"3.348";"123"
"Itapaci";"2024";"13.296";"12751";"5.770";"12220";"3.437";"126"
"Itapirapuã";"2014";"3.104";"3577";"1.134";"3514";"1.145";"13"
"Itapirapuã";"2015";" 3.408 ";"3477";" 1.265 ";"3421";" 1.222 ";" 13 "
"Itapirapuã";"2016";" 3.580 ";"3366";" 1.346 ";"3320";" 1.264 ";" 12 "
"Itapirapuã";"2017";" 3.701 ";"3259";" 1.387 ";"3222";" 1.286 ";" 12 "
"Itapirapuã";"2018";"3.870";"3159";"1.456";"3130";"1.333";"12"
"Itapirapuã";"2019";"4.075";"3062";"1.537";"3042";"1.376";"14"
"Itapirapuã";"2020";"4.297";"2970";"1.638";"2958";"1.425";"15"
"Itapirapuã";"2021";"4.439";"2872";"1.680";"2868";"1.460";"16"
"Itapirapuã";"2022";"4.707";"2778";"1.758";"2782";"1.515";"17"
"Itapirapuã";"2023";"4.906";"2688";"1.814";"2699";"1.564";"17"
"Itapirapuã";"2024";"5.143";"2601";"1.856";"2621";"1.648";"16"
"Itapuranga";"2014";"16.278";"12807";"6.127";"13186";"5.283";"67"
"Itapuranga";"2015";" 17.422 ";"12714";" 6.651 ";"13119";" 5.472 ";" 74 "
"Itapuranga";"2016";" 18.248 ";"12611";" 6.993 ";"13041";" 5.622 ";" 75 "
"Itapuranga";"2017";" 18.960 ";"12501";" 7.218 ";"12957";" 5.762 ";" 74 "
"Itapuranga";"2018";"19.671";"12390";"7.500";"12870";"5.865";"72"
"Itapuranga";"2019";"20.537";"12273";"7.848";"12778";"6.011";"73"
"Itapuranga";"2020";"21.415";"12152";"8.281";"12680";"6.099";"73"
"Itapuranga";"2021";"22.405";"12025";"8.577";"12575";"6.285";"73"
"Itapuranga";"2022";"23.326";"11893";"8.816";"12464";"6.444";"72"
"Itapuranga";"2023";"24.253";"11756";"9.080";"12348";"6.630";"77"
"Itapuranga";"2024";"25.096";"11616";"9.369";"12228";"6.732";"81"
"Itarumã";"2014";"1.893";"3497";"702";"3158";"479";"16"
"Itarumã";"2015";" 2.161 ";"3527";" 869 ";"3190";" 503 ";" 18 "
"Itarumã";"2016";" 2.292 ";"3552";" 927 ";"3217";" 507 ";" 18 "
"Itarumã";"2017";" 2.391 ";"3576";" 966 ";"3242";" 517 ";" 20 "
"Itarumã";"2018";"2.480";"3600";"1.017";"3268";"518";"20"
"Itarumã";"2019";"2.563";"3623";"1.066";"3293";"517";"21"
"Itarumã";"2020";"2.711";"3644";"1.127";"3318";"529";"21"
"Itarumã";"2021";"2.844";"3662";"1.171";"3337";"538";"21"
"Itarumã";"2022";"2.916";"3678";"1.216";"3355";"536";"22"
"Itarumã";"2023";"3.035";"3692";"1.264";"3372";"551";"21"
"Itarumã";"2024";"3.171";"3706";"1.303";"3389";"584";"21"
"Itauçu";"2014";"3.019";"4270";"1.528";"4409";"557";"10"
"Itauçu";"2015";" 3.395 ";"4262";" 1.697 ";"4408";" 623 ";" 14 "
"Itauçu";"2016";" 3.616 ";"4245";" 1.822 ";"4400";" 648 ";" 14 "
"Itauçu";"2017";" 3.771 ";"4228";" 1.907 ";"4391";" 654 ";" 13 "
"Itauçu";"2018";"3.860";"4211";"1.993";"4381";"646";"13"
"Itauçu";"2019";"3.991";"4194";"2.077";"4370";"650";"14"
"Itauçu";"2020";"4.117";"4177";"2.141";"4357";"669";"17"
"Itauçu";"2021";"4.276";"4152";"2.223";"4340";"670";"17"
"Itauçu";"2022";"4.410";"4127";"2.278";"4322";"680";"18"
"Itauçu";"2023";"4.573";"4102";"2.344";"4302";"694";"18"
"Itauçu";"2024";"4.806";"4076";"2.434";"4280";"729";"20"
"Itumbiara";"2014";"76.714";"48374";"35.941";"49729";"14.909";"416"
"Itumbiara";"2015";" 77.776 ";"48762";" 36.097 ";"50147";" 15.165 ";" 426 "
"Itumbiara";"2016";" 78.798 ";"49143";" 36.176 ";"50551";" 15.309 ";" 406 "
"Itumbiara";"2017";" 80.546 ";"49484";" 36.946 ";"50918";" 15.633 ";" 418 "
"Itumbiara";"2018";"83.179";"49805";"38.030";"51266";"16.007";"453"
"Itumbiara";"2019";"85.985";"50089";"39.203";"51580";"16.385";"449"
"Itumbiara";"2020";"88.330";"50336";"40.304";"51859";"16.659";"457"
"Itumbiara";"2021";"91.372";"50587";"41.594";"52135";"17.103";"477"
"Itumbiara";"2022";"94.254";"50800";"42.220";"52376";"17.654";"532"
"Itumbiara";"2023";"97.122";"50976";"43.029";"52580";"18.069";"538"
"Itumbiara";"2024";"100.767";"51115";"44.072";"52749";"18.544";"537"
"Ivolândia";"2014";"562";"1366";"243";"1250";"188";"2"
"Ivolândia";"2015";" 614 ";"1356";" 271 ";"1245";" 199 ";" 1 "
"Ivolândia";"2016";" 641 ";"1335";" 286 ";"1235";" 206 ";" 1 "
